Document ID,Document Date,Gazette Type,Reasoning
2095-11,2018-10-31,COMMERCIAL,"The gazette content consists of the Central Bank of Sri Lanka's balance sheet and financial statements as of September 30, 2018, along with the Auditor General's review report. This falls under commercial/business matters as it deals with banking and financial institution reporting, which is classified under Commercial Gazettes (Type 6) for business and financial regulatory matters."
2095-13,2018-10-31,PEOPLE,"The gazette content announces the appointment of a specific individual (Hon. Dunesh Gankanda, MP) to a government position (State Minister of Environment) with an effective date. It names the person and provides their basic title but does not include any detailed description of their portfolio responsibilities or subject matter duties. This fits the criteria for Type 2 (People Gazette) which covers government personnel changes without detailed portfolio information."
2095-05,2018-10-30,PEOPLE,The gazette content announces the appointment of a specific individual (Mr. Sirisena Amarasekera) to a government position (Secretary to the Prime Minister). It names the person and provides only a basic title without any detailed description of portfolio responsibilities or subject matter duties. This fits the definition of a People Gazette (Type 2).
2095-06,2018-10-30,LAND,"This gazette content exclusively deals with land acquisition matters under the Land Acquisition Act. It contains detailed notices about specific land parcels being acquired by the state, including their locations, extents, compensation amounts, and legal deposit information. The content focuses solely on land/property matters without any government personnel changes, organizational restructuring, or other specialized categories."
2095-07,2018-10-30,PUBLIC_SERVICE,"This gazette notification concerns the Public Service Commission's appointment of a committee to handle matters within the health sector. The content focuses on public sector administration, specifically the formation of a committee for public service functions, which falls under the definition of Public Service Gazettes (recruitment, appointments, and administrative instructions for the public sector)."
2095-08,2018-10-30,LAND,"This gazette notice is a Land Acquisition Notice published under the Land Acquisition Act. It specifically describes the government's intention to acquire a particular plot of land (""Serapeace Watta"") for public purpose, provides detailed land description (location, extent, lot number), and outlines procedures for claimants to seek compensation. The content is exclusively focused on land acquisition matters, falling squarely under the Land Gazettes category (Type 4) for land and property-related administrative actions."
2095-09,2018-10-30,PUBLIC_SERVICE,"This gazette content pertains to the amendment of the Service Minute for the Sri Lanka Administrative Service and outlines the syllabus for recruitment examinations to Grade III of the service. This falls under public sector recruitment and service conditions, specifically addressing administrative procedures for public service examinations, which aligns with Type 8 (Public Service Gazettes)."
2095-10,2018-10-30,PEOPLE,"This gazette contains only government personnel changes (appointments of Secretaries to Ministries) with named individuals and their basic titles/ministry names. It does not include detailed descriptions of portfolio responsibilities or subject matter areas for each position, which would make it a Hybrid (Type 3). The content focuses exclusively on ""who"" is being appointed rather than ""what"" they are specifically responsible for."
2095-01,2018-10-29,LEGAL_REGULATORY,"This gazette notification is issued under the Customs Ordinance (Chapter 235) and establishes new rates of exchange for customs duties and charges. It represents a regulatory framework for customs valuation and rescinds a previous notification, making it a legal/regulatory matter concerning customs administration and compliance requirements."
2095-02,2018-10-29,LAND,"This gazette content is primarily about land acquisition under the Land Acquisition Act. It contains a ministerial order authorizing immediate possession of specific land parcels, including detailed descriptions of the land boundaries, extents, and locations. The content focuses exclusively on land matters without involving government personnel changes or detailed portfolio responsibilities, making it a clear Land Gazette (Type 4)."
