Document ID,Document Date,Gazette Type,Reasoning
2199-27,2020-10-31,LEGAL_REGULATORY,"This gazette content contains the Central Bank of Sri Lanka's balance sheet and the Auditor General's review report. This constitutes financial regulatory information and statutory reporting requirements, which falls under Legal/Regulatory matters (Type 5) as it involves regulatory frameworks, compliance requirements, and statutory financial reporting by a government financial institution."
2199-26,2020-10-30,LAND,"This gazette content exclusively deals with land acquisition matters under the Land Acquisition Act, including notices of government intent to acquire specific land parcels for public purposes, detailed descriptions of properties being acquired, and amendments to previous land acquisition notices. The content focuses entirely on land-related administrative procedures without involving government personnel changes, structural changes, or any other specialized categories."
2199-15,2020-10-29,LEGAL_REGULATORY,"This gazette content primarily involves the publication of new rules (""Rules for the Preparation and Enforcement of Municipal Council Budgets 2020"") under the Municipal Council Ordinance. It establishes regulatory procedures and compliance requirements for municipal budget preparation, submission, and approval processes. The content focuses on legal/regulatory framework creation rather than government personnel changes, organizational structure, or any of the other specialized categories."
2199-16,2020-10-29,LEGAL_REGULATORY,"This gazette content primarily involves amendments to judicial districts and divisions under the Judicature Act, which constitutes legal/regulatory matters. It contains an order issued by the Minister of Justice modifying the schedule of a previous order, specifically changing jurisdictional boundaries and administrative divisions. While it mentions a government official (Minister of Justice), it does not focus on personnel changes or detailed portfolio responsibilities, but rather on legal amendments to court jurisdictions, making it a Legal/Regulatory Gazette (Type 5)."
2199-17,2020-10-29,LEGAL_REGULATORY,"This gazette content primarily involves amendments to judicial districts and divisions under the Judicature Act, which constitutes legal/regulatory matters. While it mentions Minister M.U.M. Ali Sabry, it does not describe his detailed portfolio responsibilities beyond his title as Minister of Justice. The core content focuses on legal framework modifications (changes to judicial boundaries and jurisdictions), making it a Legal/Regulatory Gazette rather than a government personnel or hybrid classification."
2199-18,2020-10-29,LAND,"This gazette content primarily deals with land acquisition matters under the Land Acquisition Act. It contains specific orders for taking possession of land parcels and divesting land allotments, including detailed descriptions of land boundaries, extents, and locations. The content focuses exclusively on land-related administrative procedures without involving government personnel changes, structural changes, or other specialized categories."
2199-19,2020-10-29,LAND,"This gazette content primarily deals with land acquisition matters under the Land Acquisition Act. It contains detailed descriptions of specific land parcels, their boundaries, extents, and locations. While it mentions a government minister (S. M. Chandrasena) issuing the order, the core content is exclusively about land acquisition and property descriptions, making it a Land Gazette according to the classification criteria. The ministerial reference is incidental to the land acquisition process rather than being about government personnel or structural changes."
2199-20,2020-10-29,LEGAL_REGULATORY,"This gazette content involves the promulgation of new regulations under the Imports and Exports (Control) Act, which constitutes legal/regulatory matters. It contains statutory instruments that modify import control requirements and fees, falling squarely under Type 5 (Legal/Regulatory Gazettes) for regulatory frameworks and compliance requirements. While it mentions Minister Mahinda Rajapaksha, it does not include detailed portfolio responsibilities beyond his ministerial title, and the primary focus is on regulatory changes rather than government personnel or structural matters."
2199-21,2020-10-29,LEGAL_REGULATORY,"This gazette content primarily involves the amendment of an existing order under the Sri Lanka Export Development Act, No. 40 of 1979. It modifies regulations concerning cess rates, import/export rules, and customs procedures for specific goods. The content focuses on legal/regulatory changes to statutory instruments and compliance requirements, which falls squarely under the Legal/Regulatory classification (Type 5). While a minister is named, this is incidental to the regulatory nature of the content, and no detailed portfolio responsibilities or government structural changes are the main focus."
2199-22,2020-10-29,ELECTIONS,"This gazette notice declares that a member of the Welikanda Pradeshiya Sabha has vacated their office due to ceasing membership in a political party. This is an electoral matter specifically related to local authorities elections, falling under the category of electoral processes and declarations as outlined in the Local Authorities Elections Ordinance."
2199-23,2020-10-29,ELECTIONS,"This gazette notice declares that a member of the Dimbulagala Pradeshiya Sabha has vacated their office due to ceasing membership in a political party. This is a notice made under the Local Authorities Elections Ordinance and specifically concerns the status of an elected member of a local government body, falling squarely within electoral processes and related matters."
