Document ID,Document Date,Gazette Type,Reasoning
2234-19,2021-06-30,LEGAL_REGULATORY,"This gazette content consists of regulations made under the Foreign Exchange Act, No. 12 of 2017, specifically regarding the rollover of Special Deposit Accounts. It establishes regulatory frameworks and compliance requirements for foreign exchange matters, which falls under Legal/Regulatory classification (Type 5). While it includes the Minister of Finance's name at the end, this is a standard signature format for regulatory instruments and does not constitute a personnel appointment or describe detailed portfolio responsibilities that would make it a government-related type."
2234-20,2021-06-30,LEGAL_REGULATORY,"This gazette contains regulations made by the Minister of Finance under the Foreign Exchange Act, No. 12 of 2017, specifically governing investment in International Sovereign Bonds. The content establishes legal/regulatory frameworks for foreign exchange operations, which falls under Legal/Regulatory Gazettes (Type 5). While it mentions a government minister (Mahinda Rajapaksa), it does not focus on his appointment or portfolio responsibilities, but rather on the regulatory authority granted by his position to establish these financial regulations."
2234-21,2021-06-30,LEGAL_REGULATORY,"This gazette content consists of the Central Bank of Sri Lanka's balance sheet and the Auditor General's review report. It contains financial statements, regulatory financial information, and an official audit review, which falls under legal/regulatory matters concerning financial institution reporting requirements and compliance frameworks."
2234-22,2021-06-30,LAND,"This gazette content is a declaration under the Land Acquisition Act for the acquisition of specific land plots (Lot ""A"" - Pariyarithottam) with detailed descriptions of boundaries, extent, and claimants. It deals exclusively with land acquisition for public purpose, which falls under the Land Gazettes category (Type 4) for land and property-related matters."
2234-23,2021-06-30,LEGAL_REGULATORY,"This gazette content is a legal/regulatory notification amending excise rules under the Excise Ordinance. It involves regulatory changes to security features management system timelines, falling under legal framework and regulatory matters rather than government personnel/structure or other specialized categories."
2234-24,2021-06-30,PUBLIC_SERVICE,"This gazette notification specifically amends the Minutes on Pensions regarding the compulsory retirement age for medical officers in the public service. It deals with public service retirement benefits and pension regulations, which falls under Public Service Gazettes (Type 8) that cover ""Pension and retirement benefits"" and ""Service conditions and benefits"" for public sector employees."
2234-25,2021-06-30,PUBLIC_SERVICE,"This gazette notification amends the Service Minute of the Sri Lanka Surveyors' Service, which involves public service regulations, examination requirements, and recruitment procedures. It is issued by the Public Service Commission and deals with public sector service conditions and recruitment standards, making it a Public Service Gazette (Type 8). While it mentions government personnel (the Secretary), it does not focus on government structural changes or individual appointments with portfolio responsibilities, so it doesn't qualify for Types 1-3."
2234-26,2021-06-30,LAND,"This gazette content is primarily about land acquisition under the Land Acquisition Act. It contains a ministerial order directing the taking of possession of a specific land parcel, including detailed description of the land location, boundaries, and extent. The content focuses entirely on land matters without involving government personnel changes or detailed portfolio responsibilities, making it a Land Gazette (Type 4)."
2234-27,2021-06-30,LAND,"This gazette content is a Land Acquisition Notice published under the Land Acquisition Act. It specifically declares that a particular land parcel is needed for public purpose and will be acquired. The content describes the land location, boundaries, and extent in detail, making it primarily about land and property matters, which falls under the Land Gazettes category (Type 4). While it mentions a Minister by name, this is incidental to the land acquisition declaration rather than being the primary focus of the gazette."
2234-28,2021-06-30,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains declarations of title determinations for specific land parcels, including detailed schedules with parcel numbers, owner information, extent of land, title classifications, and encumbrances. The content focuses entirely on land ownership and property rights, falling squarely within the Land Gazettes category (Type 4) as it involves land registrations, property ownership determinations, and title settlements."
2234-29,2021-06-30,LAND,"This gazette content is a Land Acquisition Notice published under the Land Acquisition Act. It specifically declares that a particular parcel of land is needed for a public purpose and will be acquired, providing detailed descriptions of the land's location, boundaries, and extent. This falls squarely under Type 4 (Land Gazettes) which covers ""land acquisitions, transfers, or disposals"" and ""any gazette content primarily dealing with land, property, or real estate matters."" While it mentions a Minister by name, the core content is about land acquisition, not government personnel changes or portfolio responsibilities."
2234-31,2021-06-30,LAND,"This gazette content is a notice under the Land Acquisition Act for the acquisition of specific land parcels for a public purpose (Kurunegala-Habarana Railway Project). It contains detailed descriptions of multiple land lots, their locations, extents, and claimants. This falls squarely under Land Gazettes (Type 4) as it deals with land acquisition matters, which is explicitly listed as a primary characteristic of this category."
2234-32,2021-06-30,LEGAL_REGULATORY,"This gazette notification announces the availability of the Mid Year Fiscal Position Report 2021, issued under Section 10 of the Fiscal Management (Responsibility) Act, No. 3 of 2003. The content focuses on regulatory compliance with a specific financial management law and the statutory requirement to make this report available to the public. This falls under Legal/Regulatory matters as it pertains to the implementation and notification requirements of existing legislation."
2234-06,2021-06-29,LEGAL_REGULATORY,"This gazette content primarily involves the exercise of regulatory powers under the Inland Revenue Act to prescribe specific information technology and enabled services for tax purposes. It contains a legal order issued by the Minister of Finance under statutory authority, amending the application of tax law, which falls squarely under Legal/Regulatory matters (Type 5) rather than government personnel or structural changes."
2234-07,2021-06-29,LEGAL_REGULATORY,"This gazette content is a legal/regulatory notification that exercises powers under the Value Added Tax Act to prescribe specific services and conditions for tax purposes. It contains no government personnel changes or structural reorganizations, but rather establishes regulatory frameworks for information technology and enabled services under tax legislation. The content focuses entirely on legal provisions, conditions, and regulatory requirements rather than government administration or personnel matters."
2234-08,2021-06-29,LAND,"This gazette content concerns the acquisition of specific land parcels (paddy land with buildings, trees, and plantations) by the Ceylon Petroleum Corporation under the authority of the Ceylon Petroleum Corporation Act. The core subject matter is the compulsory acquisition of real property, which falls under the Land Gazettes classification (Type 4) for land and property-related matters. While a government minister is named, the notice is not about his appointment, resignation, or the structure of his ministry; his role is incidental to the primary action of land acquisition."
2234-09,2021-06-29,LAND,"This gazette content primarily deals with land acquisition for a water supply project. It involves the acquisition of immobile properties (land) described in a detailed schedule with specific boundaries, location details, and extent measurements. While it mentions a government minister (Vasudeva Nanayakkara) and references a legal act, the core subject matter is land acquisition for infrastructure development, making it a Land Gazette under Type 4."
2234-10,2021-06-29,LAND,"This gazette content primarily deals with land acquisition for a public works project. It specifically approves the acquisition of immobile properties (land) described in a detailed schedule for the construction of a water storage tank and access road. The content includes detailed land descriptions, boundaries, location details, and references to the Land Reform Commission as the claimant. While it mentions a government minister (Vasudeva Nanayakkara) and references the National Water Supply and Drainage Board Act, the core subject matter is land acquisition and property matters, making it a Land Gazette under Type 4."
2234-11,2021-06-29,LAND,"This gazette content exclusively concerns land acquisition matters under the Land Acquisition Act. It contains detailed notices for acquiring specific land parcels, including lot numbers, land descriptions, extents, and claimant information. The content falls under ""Land acquisitions, transfers, or disposals"" as specified in the Land Gazettes (Type 4) category, and appears in the ""PART III - LANDS"" section of the gazette."
2234-12,2021-06-29,PUBLIC_SERVICE,"This gazette notification contains amendments to the Service Minute of the Sri Lanka Agriculture Service, which relates to public service recruitment criteria, qualifications, and service conditions. It is issued by the Public Service Commission and deals with administrative matters concerning public sector employment, specifically addressing recruitment ratios and service requirements for agricultural service positions. This falls under Public Service Gazettes (Type 8) as it concerns public sector service administration rather than government structure/personnel changes."
2234-13,2021-06-29,ELECTIONS,"This gazette notice specifically concerns the filling of a vacancy in the office of Chairman of the Ampara Urban Council under the Local Authorities Elections Ordinance. It details the electoral process for a local government position, including the nomination by a political party and the formal declaration of the elected Chairman by the Returning Officer. The content is directly related to electoral procedures and outcomes at the local government level, fitting the definition of an Elections Gazette."
2234-14,2021-06-29,ELECTIONS,"This gazette concerns the filling of a vacancy for the Chairman of a local authority (Padiyathalawa Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It details the electoral process for a specific local government position, including the nomination by a political party and the official declaration of the elected candidate. This content falls squarely under electoral processes and local authority elections, making it a Type 7 (Elections) gazette."
2234-15,2021-06-29,ELECTIONS,"This gazette content specifically addresses the filling of a vacancy in a local government body (Puttalam Urban Council) under the Local Authorities Elections Ordinance. It details the electoral process for replacing a deceased member, including the nomination procedure by a political party and the formal declaration of a new elected member. This falls squarely under election-related matters, specifically covering candidate nominations and declarations as outlined in Type 7 (Elections Gazettes)."
2234-16,2021-06-29,ELECTIONS,"This gazette content specifically addresses the filling of a vacancy in a local government body (Kalawana Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It involves electoral processes, including the nomination and declaration of a new member to fill a vacancy caused by a member ceasing to belong to their political party. This falls squarely under Election Gazettes (Type 7) as it deals with electoral matters, candidate nominations, and declarations related to local authority elections."
2234-17,2021-06-29,ELECTIONS,"This gazette content specifically addresses the filling of a vacancy in a local government body (Kolonna Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It details the electoral process for replacing a member who ceased to be a party member, including the nomination process by a political party secretary and the formal declaration by the Returning Officer. This falls squarely under election-related matters, specifically candidate nominations and declarations for local authority elections."
2234-18,2021-06-29,ELECTIONS,"This gazette content specifically deals with filling a vacancy in a local government body (Eheliyagoda Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It involves the electoral process, including the nomination and declaration of a new member to fill a seat vacated due to a party membership change. This falls squarely under Election Gazettes (Type 7) as it concerns electoral processes and declarations at the local government level."
2234-01,2021-06-28,LEGAL_REGULATORY,"This gazette content is a Customs Notification issued under the Customs Ordinance (Chapter 235) that establishes new rates of exchange for customs duties and other charges. It constitutes a regulatory framework for financial compliance with customs regulations, making it a Legal/Regulatory matter. While it names the Director General of Customs, it does so only in his official capacity to issue the regulatory directive and does not involve government personnel changes or detailed portfolio responsibilities that would fall under government classifications (Types 1-3)."
2234-02,2021-06-28,LAND,"This gazette content is exclusively about land acquisition under the Land Acquisition Act, containing detailed descriptions of specific land parcels, their boundaries, and extents for public purpose acquisition. It does not involve government personnel changes, organizational restructuring, or any other specialized categories beyond land/property matters."
2234-03,2021-06-28,LAND,"This gazette content primarily deals with land acquisition matters. It contains orders under the Ceylon Electricity Board Act approving the acquisition of specific lands described in detailed schedules, including precise coordinates, boundaries, and ownership claims. While it mentions a government minister (Dullas Alahapperuma), the core content focuses on land/property matters rather than government personnel changes or portfolio responsibilities, making it a Land Gazette."
2234-04,2021-06-28,LEGAL_REGULATORY,"This gazette content primarily involves the publication of a legal order made by the Minister of Fisheries under the Fisheries and Aquatic Resources Act, designating a specific lagoon as a Fisheries Management Area. The content focuses on regulatory action taken under existing legislation, which falls under Legal/Regulatory matters (Type 5). While it mentions a minister's name, it does not involve government personnel changes or structural reorganization, but rather the exercise of regulatory authority granted by law."
2234-05,2021-06-28,JUDICIAL_LAW_ENFORCEMENT,"This gazette notification involves the appointment of a retired judicial officer (Mr. H. M. R. Anura Kumara) by the Provincial Governor to investigate a local government authority (Badulla Municipal Council). The content centers on a judicial/legal investigation into administrative matters of a local council, which falls under judicial/law enforcement functions related to oversight and legal proceedings within government administration."
2233-31,2021-06-25,LAND,"This gazette content primarily deals with land acquisition matters under the Land Acquisition Act. It contains detailed descriptions of specific land parcels, their boundaries, extents, and locations, along with orders for taking possession of these lands. The content focuses exclusively on land-related administrative actions without involving government personnel changes, structural changes, or other specialized categories."
2233-22,2021-06-23,LAND,"This gazette content is exclusively about land acquisition under the Land Acquisition Act. It contains a formal declaration by the Minister of Lands for a public purpose and provides detailed descriptions, extents, and boundaries of multiple land lots to be acquired. The content fits the definition of Type 4 (Land Gazettes) as it deals with land acquisition matters."
2233-23,2021-06-23,LAND,"This gazette content is exclusively about land acquisition under the Land Acquisition Act, containing detailed descriptions of specific land parcels, their boundaries, extents, and ownership claims. It involves a declaration by the Minister of Lands that these lands are needed for public purpose, which falls under land-related administrative matters rather than government personnel or structural changes. The content fits precisely within the Land Gazettes category (Type 4) as it deals with land acquisitions and property matters."
2233-24,2021-06-23,LAND,"This gazette notice is about land acquisition under the Land Acquisition Act for a public purpose (Ruwanpura Expressway Project). It contains detailed descriptions of specific land parcels being acquired, including lot numbers, land names, descriptions, claimants, and extents. This fits perfectly within the Land Gazettes category (Type 4) which covers ""land acquisitions, transfers, or disposals"" and ""any gazette content primarily dealing with land, property, or real estate matters."""
2233-25,2021-06-23,LAND,"This gazette content is a land acquisition notice under the Land Acquisition Act, declaring specific parcels of land needed for a public purpose. It contains detailed descriptions of multiple land lots, their boundaries, extents, and current claimants. The content is exclusively focused on land matters, falling squarely under the Land Gazettes category (Type 4) for land acquisitions and property-related declarations."
2233-26,2021-06-23,LEGAL_REGULATORY,"This gazette content involves the exercise of powers under the Societies Ordinance (Chapter 123) to authorize purposes for specific societies and limit the application of the ordinance to them. This constitutes a regulatory action under existing legislation, specifically dealing with the legal framework governing societies. While it mentions Mahinda Rajapaksa as Prime Minister and Minister of Finance, this is only to establish the authority making the notification, not to announce personnel changes or describe portfolio responsibilities. The core content is about legal/regulatory matters rather than government structure or personnel."
2233-27,2021-06-23,PUBLIC_SERVICE,"This gazette notification amends the service minute for the Sri Lanka Engineering Service, specifically addressing recruitment procedures, qualifications, age limits, and examination processes for public service positions. It deals with public sector recruitment regulations and service conditions, which falls under Public Service Gazettes (Type 8) as it concerns public service administration and recruitment matters rather than government structure/personnel changes."
2233-28,2021-06-23,PUBLIC_SERVICE,"This gazette notification amends the Service Minute of the Sri Lanka Education Administrative Service, specifically addressing recruitment procedures, examination formats, and syllabus details. It falls under public sector administration matters related to service conditions, recruitment processes, and examination procedures for government employees, making it a clear example of Public Service Gazette content."
2233-29,2021-06-23,ELECTIONS,"This gazette content contains notices under the Local Authorities Elections Ordinance declaring that two members of the Ja-Ela Pradeshiya Sabha have vacated their offices due to ceasing membership in a political party. This directly relates to electoral processes and the status of elected officials in local government, fitting the definition of Elections Gazettes (Type 7) which cover electoral matters including candidate registrations, vacancies, and electoral commission decisions."
2233-30,2021-06-23,ELECTIONS,"This gazette content concerns the filling of vacancies in local government bodies (Pradeshiya Sabhas) due to resignations and party membership changes. It specifically operates under the Local Authorities Elections Ordinance and involves declarations by Returning Officers regarding the selection of new members. This falls directly under electoral processes and related administrative matters, making it an Elections Gazette."
2233-11,2021-06-22,ORGANISATIONAL,"This gazette notification announces the National Consumer Price Index figure for May 2021, as computed by the Department of Census and Statistics. The content does not involve government structure/personnel (Types 1-3) and does not fit any of the specialized categories (land, legal, commercial, elections, public service, or judicial). It is a statistical announcement related to economic data, which falls under general administrative matters not covered by Types 1-9, making it Miscellaneous."
2233-12,2021-06-22,LAND,"This gazette content is primarily about land acquisition matters under the Land Acquisition Act. It contains declarations by the Minister of Lands for acquiring specific land parcels for public purposes, including detailed descriptions of land lots, boundaries, and extents. The content focuses exclusively on land-related administrative procedures without involving government personnel changes, structural changes, or other specialized categories."
