Document ID,Document Date,Gazette Type,Reasoning
2156-14,2019-12-31,LAND,"This gazette content consists entirely of land acquisition notices published under the Land Acquisition Act. It details specific land parcels being acquired for public purposes (access roads, road widening), including land descriptions, extents, locations, and claimant information. This falls squarely under Type 4 (Land Gazettes) which covers land acquisitions, transfers, and property-related matters."
2156-15,2019-12-31,HYBRID,"This gazette contains both a named individual (Dullas Alahapperuma, Minister of Education) and detailed portfolio responsibilities delegated to the State Minister of Education Services, including specific duties, functions, and subject matter areas (e.g., school textbooks, Buddhist education, Tamil medium schools, student welfare, etc.). This combination of personnel and detailed responsibilities meets the criteria for Hybrid Gazette (Type 3)."
2156-16,2019-12-31,LEGAL_REGULATORY,"This gazette contains a Direction (No. 71) issued by the Consumer Affairs Authority under Section 10(1)(a) of the Consumer Affairs Authority Act, No. 09 of 2003. It establishes new regulatory requirements for product labeling, specifying mandatory information that must be printed on various consumer goods. This content fits the Legal/Regulatory classification as it constitutes subsidiary legislation (a statutory instrument) that creates compliance requirements for businesses."
2156-17,2019-12-31,ELECTIONS,"This gazette notice specifically concerns the vacation of office by a member of a local authority (Pradeshiya Sabha) due to ceasing membership in a political party. This is a direct action taken under the Local Authorities Elections Ordinance and relates to the composition of an elected body, fitting the definition of an Elections Gazette (Type 7) which covers electoral processes, candidate registrations, and declarations related to holding or vacating office."
2156-01,2019-12-30,LEGAL_REGULATORY,"This gazette content is a Customs Notification that establishes new rates of exchange for customs duties and other charges. It exercises powers under the Customs Ordinance (Chapter 235), which is a legal/regulatory framework. The content involves regulatory compliance requirements for customs payments and formally rescinds a previous notification, making it primarily concerned with legal and regulatory matters rather than government personnel, organizational structure, or other specialized categories."
2156-02,2019-12-30,LEGAL_REGULATORY,"This gazette content contains the Central Bank of Sri Lanka's balance sheet and an Auditor General's review report. This constitutes regulatory financial reporting and falls under legal/regulatory matters (Type 5) as it involves statutory financial reporting requirements, compliance with accounting standards, and official audit procedures rather than government personnel changes, organizational restructuring, or other specialized categories."
2156-03,2019-12-30,HYBRID,"This gazette contains both named individuals (Hon. John Senevirathna and Hon. Shehan Semasinghe) AND detailed portfolio responsibilities, including specific duties, functions, departments, statutory institutions, and laws/ordinances to be implemented. The content clearly outlines both ""who"" is receiving delegated powers and ""what"" specific responsibilities they are being assigned, meeting the criteria for Hybrid Gazette (Type 3)."
2156-04,2019-12-30,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, specifically declaring determinations of land titles for specific parcels in Homagama. It contains detailed schedules with land parcel numbers, ownership details, extents, and encumbrances - all characteristic of land-related administrative matters. The content appears in ""PART III - LANDS"" of the gazette, confirming its focus on land registration and title settlement."
2156-05,2019-12-30,LAND,"This gazette content primarily deals with land registration and property matters, specifically addressing land title registrations, plot numbers, and land allocations in various districts. It contains detailed information about land parcels, their identification numbers, and administrative procedures related to land ownership and registration, which falls squarely under the Land Gazettes classification (Type 4)."
2156-06,2019-12-30,LAND,"This gazette content exclusively deals with land title claims and registration matters under the Registration of Title Act. It involves notices calling for claims to specific land parcels in various districts, cadastral map references, and procedures for determining land ownership. The content focuses entirely on land and property-related administrative matters, falling squarely within the Land Gazettes category (Type 4) without any government personnel changes, structural modifications, or other specialized categories."
2156-07,2019-12-30,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination by the Commissioner of Title Settlement regarding specific land parcels (including parcel numbers, locations, ownership details, and land characteristics) in various villages. The content focuses on land ownership, title registration, and property rights, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2156-08,2019-12-30,LAND,"This gazette content exclusively deals with amendments to land title registrations under the Registration of Title Act, No. 21 of 1998. It contains specific details about parcels of land, including their numbers, block numbers, cadastral maps, locations, and amendments to land title particulars such as servitude rights, access rights, and extent measurements. The content is entirely focused on land and property-related matters, falling squarely within the Land Gazettes category (Type 4)."
2156-09,2019-12-30,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination for specific land parcels (including parcel numbers, cadastral maps, locations, and ownership details) in various villages, which falls squarely under the Land Gazette classification (Type 4) for land and property-related matters. The content does not involve government personnel changes, organizational restructuring, or any of the other specialized categories."
2156-10,2019-12-30,LEGAL_REGULATORY,"This gazette content primarily involves the amendment of regulations under the Universities Act, specifically modifying degree program requirements and conditions for a private educational institution. It constitutes a legal/regulatory matter as it exercises statutory powers to modify existing orders and schedules, falling under Type 5 (Legal/Regulatory Gazettes) for regulatory frameworks and compliance requirements."
2156-11,2019-12-30,LAND,"This gazette content exclusively deals with land acquisition notices under the Land Acquisition Act, including descriptions of specific land parcels to be acquired, their boundaries, extent, and compensation procedures. It falls under the ""Land and property-related matters"" category as it involves government acquisition of land for public purposes, which is the defining characteristic of Type 4 (Land Gazettes)."
2156-12,2019-12-30,LAND,"This gazette content deals exclusively with land title amendments under the Registration of Title Act, specifically expunging particulars of specific land parcels in various locations. It contains detailed descriptions of land parcels (block numbers, cadastral maps, village names, administrative divisions) and concerns land registration matters, which falls squarely under the Land Gazettes classification (Type 4). There is no government personnel or structural content that would trigger Types 1-3, and the subject matter is specifically land-related rather than fitting any other specialized category."
2156-13,2019-12-30,LAND,"This gazette content deals exclusively with land title registration under the Registration of Title Act, specifically declaring the determination of title for a specific parcel of land (No. 52 of Block 08) in Kandy District. It includes detailed land particulars such as extent, ownership details, and legal status, making it clearly a Land Gazette according to the classification criteria."
2155-35,2019-12-28,ELECTIONS,"This gazette concerns the filling of a vacancy in a local government body (Polgahawela Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It specifically deals with electoral processes, including the declaration of a selected member to fill a vacancy caused by a member ceasing to belong to their political party. This falls squarely under Election Gazettes (Type 7) which cover electoral matters including candidate nominations, registrations, and declarations."
2155-19,2019-12-27,LEGAL_REGULATORY,"This gazette content primarily involves the publication of a legal/regulatory instrument - specifically an Excise Notification (No. 10/2019) that establishes new regulations for the export of undenatured, potable and bottled liquor. It contains detailed regulatory requirements, procedures for export permits, duty payment conditions, documentation requirements, and rescinds a previous notification. While it mentions Minister Mahinda Rajapaksa, it does so only in the context of his authority to make the order under the Excise Ordinance, without detailing his portfolio responsibilities or making personnel changes, making it a regulatory matter rather than a government personnel or structural gazette."
2155-20,2019-12-27,LAND,"This gazette content exclusively deals with land title registration amendments under the Registration of Title Act. It contains multiple entries detailing specific modifications to land parcel records, including changes to parcel numbers, extent measurements, servitude rights, and ownership details for various land plots in the Colombo District. The content is focused entirely on land and property matters, falling clearly under the Land Gazettes category (Type 4)."
2155-21,2019-12-27,LAND,"This gazette content exclusively deals with land title registration amendments under the Registration of Title Act. It contains multiple entries amending land parcel numbers, extents, and expunging particulars for specific land parcels in various locations. The content is published in ""PART III - LANDS"" and involves cadastral maps, land parcel numbers, and land extent modifications, which clearly falls under land and property-related matters as defined in Type 4 (Land Gazettes)."
2155-22,2019-12-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels (including parcel numbers, extents, owner details, and title classifications) in various villages. The content appears in ""PART III - LANDS"" of the gazette and focuses on land ownership registration, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2155-23,2019-12-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of title determinations for specific land parcels (No. 140 and No. 159 of Block 07) with detailed property descriptions, owner information, and legal status. The content falls squarely under the Land Gazettes category as it involves land registrations, property ownership determinations, and title settlement proceedings."
2155-24,2019-12-27,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act, specifically declaring determinations of the Commissioner of Title Settlement regarding ownership of specific land parcels (including parcel numbers, block numbers, cadastral maps, and owner details). It contains detailed land registration information including parcel numbers, extent measurements, owner names and addresses, title classifications, and other land-specific details, making it clearly a Land Gazette under Type 4."
2155-25,2019-12-27,LAND,"This gazette content is exclusively about land title registration under the Registration of Title Act. It contains a declaration by the Commissioner of Title Settlement regarding the determination of title to a specific parcel of land (Parcel No. 123, Block 07) with detailed land particulars including owner information, extent, nature of title, and encumbrances. The content falls squarely under Land Gazettes as it deals with land registration and property ownership matters."
2155-26,2019-12-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels (Nos. 45 and 86) with detailed property information including ownership details, extent, location, and encumbrances. The content falls under ""Land and property-related matters"" including ""land registrations, property ownership, land titles"" as specified in Type 4 classification criteria."
2155-27,2019-12-27,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels (No. 173 and No. 88) with detailed property information including parcel numbers, extents, owner names, addresses, and title classifications. The content falls squarely within the Land Gazettes category as it involves land registrations, property ownership determinations, and title settlement proceedings."
2155-28,2019-12-27,LAND,"This gazette content specifically deals with land title registration under the Registration of Title Act, focusing on the determination of title for a specific parcel of land (Parcel No. 32 of Block 02) in Godagama village. It includes detailed land particulars such as parcel number, extent, owner information, and legal status, which falls squarely within the Land Gazettes category (Type 4) for land and property-related matters."
2155-29,2019-12-27,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act, specifically declaring determinations for multiple land parcels in Colombo District. It contains detailed schedules of land parcels, their extents, ownership details, and encumbrances - all characteristic of land-related administrative matters falling under Type 4 (Land Gazettes)."
2155-30,2019-12-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination for specific land parcels (including parcel numbers, block numbers, cadastral maps, and location details) and establishes ownership rights. The content focuses on land registration, title settlement, and property ownership determinations, which falls squarely under the Land Gazettes category (Type 4) as it primarily deals with land and property-related administrative matters."
2155-31,2019-12-27,ELECTIONS,"This gazette content specifically deals with filling a vacancy in a local government body (Homagama Pradeshiya Sabha) under the Local Authorities Elections Ordinance. It involves the electoral process for local authorities, including the resignation of a member, nomination by a political party, and declaration of a newly elected member. This falls squarely under Election Gazettes (Type 7) which cover electoral processes, candidate nominations, and election-related declarations for local authorities."
2155-32,2019-12-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination for specific land parcels (including parcel numbers, extent measurements, owner details, and property addresses) in various locations within the Moratuwa area. The content focuses on land ownership registration, property boundaries, and title settlements, which falls squarely under the Land Gazettes category (Type 4) for land and property-related administrative matters."
2155-33,2019-12-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, specifically declaring determinations of land ownership for various parcels in Kudalunuka village. It contains detailed schedules of land parcels, their extent, ownership details, and related land registration information, making it clearly a Land Gazette according to the classification criteria."
2155-34,2019-12-27,LEGAL_REGULATORY,"This gazette content contains an order issued by the Consumer Affairs Authority under Section 20(5) of the Consumer Affairs Authority Act, No. 09 of 2003, which establishes maximum retail prices for cement. This constitutes regulatory action under existing legislation, making it a Legal/Regulatory Gazette (Type 5) rather than a government personnel or structural matter. The content focuses on regulatory compliance requirements and price controls, which falls under legal/regulatory framework matters."
2155-15,2019-12-26,LEGAL_REGULATORY,"This gazette contains regulations made by the Minister of Health under the Medical Ordinance, specifically amending the Medical (Maintenance of Minimum Standards of Medical Education) Regulations. This constitutes legal/regulatory content involving statutory instruments and regulatory frameworks for medical education standards, falling clearly under Legal/Regulatory Gazettes (Type 5)."
2155-07,2019-12-24,LEGAL_REGULATORY,"This gazette content establishes new accounting rules and regulations for Urban Councils' financial administration under the Municipal Council Ordinance and Provincial Councils Act. It creates a legal/regulatory framework governing financial procedures, accounting standards, responsibilities of officials, and compliance requirements for local government bodies, fitting the definition of Legal/Regulatory Gazettes (Type 5)."
2155-08,2019-12-24,LEGAL_REGULATORY,"This gazette content enacts ""Rules on Accounting Related to the Financial Administration of the Pradeshiya Sabha"" under specific legislative authority (Pradeshiya Sabha Act, No.15 of 1987 and Provincial Council Act, No.12 of 1989). It establishes detailed regulatory frameworks, compliance requirements, and financial administration procedures for local government authorities, which falls squarely under Legal/Regulatory matters rather than government personnel/structure changes or other specialized categories."
2155-09,2019-12-24,ELECTIONS,"This gazette notice specifically concerns the vacation of office by a member of a local authority (Pradeshiya Sabha) due to ceasing membership in a political party. This is a direct matter related to electoral processes and the status of an elected official under the Local Authorities Elections Ordinance, fitting the definition of an Elections Gazette (Type 7)."
