Document ID,Document Date,Gazette Type,Reasoning
2051-45,2017-12-31,LEGAL_REGULATORY,"This gazette content involves the imposition of a Special Commodity Levy under the Special Commodity Levy Act, No. 48 of 2007. It constitutes a regulatory order that establishes new tax rates on specific commodities (rice), making it a legal/regulatory matter rather than a government personnel, organizational, or specialized administrative matter."
2051-32,2017-12-29,PUBLIC_SERVICE,"This gazette notification announces a special allowance payable to workers in specific trades (cocoa, cardamom, and pepper), which falls under public sector service conditions and benefits. It deals with wage regulations and worker compensation administered through the Department of Labour, making it a Public Service Gazette rather than a government personnel/structure matter or any other specialized category."
2051-33,2017-12-29,PEOPLE,"This gazette contains only government personnel changes (appointments of Secretaries to Ministries) with named individuals and their basic titles/ministry names, but does not include detailed descriptions of portfolio responsibilities or subject matter areas."
2051-34,2017-12-29,LEGAL_REGULATORY,"This gazette content primarily involves a legal/regulatory matter under the Industrial Disputes Act, specifically an order appointing an arbitrator to settle an industrial dispute between an individual and a company. It references specific legislative enactments and amendments, making it a legal/regulatory notification rather than a government personnel, organizational, or specialized administrative matter."
2051-35,2017-12-29,LEGAL_REGULATORY,"This gazette content primarily concerns the enactment and publication of a provincial statute (Uva Provincial Council Statute No. 05 of 2017) that amends an existing fund. It establishes a legal framework for the Uva Navodaya Fund, defines its administrative structure, powers, duties, and purposes. This falls under ""New laws, acts, ordinances, and regulations"" and ""Statutory instruments and subsidiary legislation"" as defined in the Legal/Regulatory classification (Type 5). While it mentions government positions (e.g., Chief Minister, Education Minister), these are part of the statutory framework defining the fund's board composition, not the primary focus of a personnel or structural government announcement."
2051-36,2017-12-29,LAND,"This gazette content is a declaration under the Land Acquisition Act for the acquisition of three specific land allotments for public purpose. It contains detailed descriptions of the land parcels, including their locations, boundaries, extents, and adjacent landowners. The content is exclusively focused on land matters (acquisition), falling squarely under the Land Gazettes classification (Type 4) without involving government personnel changes, organizational restructuring, or other specialized categories."
2051-38,2017-12-29,LEGAL_REGULATORY,"This gazette content primarily involves a legal/regulatory matter - an amendment to an existing order under the Strategic Development Projects Act, No. 14 of 2008. It contains a statutory instrument modifying the implementation timeline for a strategic development project, which falls under legal framework and regulatory matters rather than government personnel/structure changes or other specialized categories."
2051-40,2017-12-29,LAND,"This gazette content primarily deals with land acquisition matters under the Land Acquisition Act. It contains multiple orders for taking possession of specific land parcels with detailed descriptions of location, boundaries, and extent. The content focuses exclusively on land-related administrative actions without involving government personnel changes, structural reforms, or other specialized categories."
2051-41,2017-12-29,LAND,"This gazette content primarily deals with land and property-related matters, specifically the payment of stamp duty on property instruments (deeds) and the procedures for property transactions in the North Central Province. It includes details about property registration, payment procedures for property transactions, and forms for documenting property transfers, which falls under the Land Gazette classification (Type 4)."
2051-42,2017-12-29,LEGAL_REGULATORY,"This gazette content pertains to the adoption of a new accounting standard (Statement of Alternative Treatment) by the Institute of Chartered Accountants of Sri Lanka under the authority of the Sri Lanka Accounting and Auditing Standards Act, No. 15 of 1995. It establishes regulatory requirements for financial reporting practices, making it a legal/regulatory matter rather than a government structure/personnel announcement or other specialized category."
2051-43,2017-12-29,PEOPLE,"This gazette contains only government personnel appointments (Mrs. D. A. Siriweera as Assistant Secretary and Mr. S. P. P. Wijesinghe as Assistant Director) with basic titles only, without any detailed descriptions of portfolio responsibilities or government structural changes."
2051-23,2017-12-28,ORGANISATIONAL,"This gazette notification announces a religious/cultural event (the Annual Sri Maha Bodhiraja Procession) and provides its schedule. It references legal authority (Pilgrimages Ordinance) but does not involve government structure/personnel changes (Types 1-3) or fit any specialized categories (Types 4-9). The content primarily concerns cultural/religious administration, making it fall under Miscellaneous (Type 10)."
2051-24,2017-12-28,PEOPLE,"This gazette exclusively announces personnel appointments (Revenue Commissioner and Deputy Revenue Commissioners) made by the Governor. It names the specific individuals being appointed to new posts (Provincial Company Registrar, Provincial Assistant Company Registrar) but does not describe any detailed portfolio responsibilities or subject matter duties for these positions. This fits the definition of a People Gazette (Type 2) as it contains government personnel changes with basic titles only."
