Document ID,Document Date,Gazette Type,Reasoning
2104-01,2018-12-31,LEGAL_REGULATORY,"This gazette notification is issued under the Customs Ordinance (Chapter 235) and establishes new rates of exchange for customs duties and charges. It constitutes a regulatory framework for customs operations, making it a Legal/Regulatory Gazette (Type 5) as it involves statutory instruments and compliance requirements rather than government personnel changes, organizational structure, or other specialized categories."
2104-02,2018-12-31,COMMERCIAL,"This gazette content consists of the Central Bank of Sri Lanka's balance sheet and financial statements for November 2018, along with an auditor's review report. This falls under commercial/business matters as it involves financial institution reporting, banking operations, and financial data - specifically categorized as Type 6 (Commercial Gazettes) for banking and financial institution regulatory matters and financial reporting."
2104-03,2018-12-31,LEGAL_REGULATORY,"This gazette notification announces a special allowance for workers based on the Cost of Living Index Number, issued under the authority of the Wages Boards Ordinance. It constitutes a regulatory matter concerning wage adjustments and compliance requirements, falling squarely under Legal/Regulatory classification (Type 5) as it involves statutory instruments and regulatory frameworks rather than government personnel changes, organizational structure, or other specialized categories."
2104-04,2018-12-31,LEGAL_REGULATORY,"This gazette content contains regulations made under Section 194 of the Inland Revenue Act, No. 24 of 2017, specifically addressing transfer pricing rules for international transactions between associated enterprises. It establishes legal and regulatory frameworks for tax compliance, which falls under Legal/Regulatory Gazettes (Type 5). While it includes a ministerial signature (Mangala Samaraweera), this is merely the promulgating authority and does not constitute a personnel appointment or detailed portfolio description that would make it a government-related type."
2104-05,2018-12-31,LEGAL_REGULATORY,"This gazette content primarily involves the amendment of stamp duty regulations under the Stamp Duty (Special Provisions) Act, No. 12 of 2006. It contains legal/regulatory content including statutory instruments, amendments to existing orders, and specific regulatory provisions regarding license fees. While it mentions Minister Mangala Samaraweera, this is incidental to the legal/regulatory nature of the content, which focuses on modifying legal frameworks and compliance requirements rather than government personnel or structural changes."
2104-06,2018-12-31,PUBLIC_SERVICE,"This gazette notification amends the ""Minute on Secretaries"" concerning pension entitlements, seniority salary scales, and special allowances for Ministry Secretaries who lose their posts due to non-disciplinary reasons. It deals specifically with public service conditions, benefits, and retirement matters for government secretaries, falling under Public Service Gazettes (Type 8) rather than government structure/personnel types (1-3) as it focuses on administrative regulations for public officials rather than naming individuals or describing government portfolios."
2104-07,2018-12-31,LAND,"This gazette notice is exclusively about land acquisition under the Land Acquisition Act. It provides detailed descriptions of specific land parcels being acquired for public purpose, including lot numbers, land names, descriptions, claimant information, and extents. The content falls squarely within the definition of Type 4 (Land Gazettes) as it deals with land acquisition matters, property ownership transfers, and land-related administrative procedures."
2104-08,2018-12-31,HYBRID,"This gazette contains specific personnel appointments (naming individuals like Mrs. G. A. M. S. P. Ambanwala, Dr. Y. Upasena, etc.) AND provides detailed descriptions of their portfolio responsibilities (e.g., ""Secretary to the Ministry of Finance and Planning, Law and Order, Education..."", ""perform the Duties of the Provincial Director to the Health Service""). This combination of named individuals with detailed responsibilities qualifies it as a Hybrid Gazette (Type 3)."
2104-09,2018-12-31,LEGAL_REGULATORY,"This gazette contains regulations made by the Minister of Finance and Mass Media under the Regulation of Insurance Industry Act, No. 43 of 2000. It specifically amends the Insurance Regulatory Commission Regulations, 2005 regarding annual fee payments. This falls under ""Legal/Regulatory Gazettes"" as it involves regulatory frameworks, compliance requirements, and amendments to existing regulations."
2104-10,2018-12-31,LAND,"This gazette content is exclusively about land acquisition notices under the Land Acquisition Act. It describes specific parcels of land being acquired by the government for a water supply project, including lot numbers, land names, claimants, and extents. The content falls squarely under ""Land acquisitions"" and ""Land and property-related matters,"" making it a clear Type 4 (Land Gazette) classification."
2104-11,2018-12-31,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination by the Commissioner of Title Settlement regarding specific land parcels (including parcel numbers, block numbers, cadastral maps, locations, and ownership details) in the Homagama area. The content focuses on land ownership, title registration, and property rights, which falls squarely under the Land Gazettes classification (Type 4) for land and property-related matters."
2104-12,2018-12-31,LAND,"The gazette content primarily deals with land acquisition for the Ceylon Electricity Board. It specifically approves the acquisition of a named piece of land (Millagahakumbura alias Millagahadeniya) and provides detailed property description including location, boundaries, extent, and survey details. While it mentions a minister's name and title, this is incidental to the core land-related matter, making it a Land Gazette (Type 4) rather than a government personnel or hybrid classification."
2104-13,2018-12-31,LAND,"This gazette notice is exclusively about land acquisition under the Land Acquisition Act. It provides detailed descriptions of specific land parcels being acquired by the government for a naval training camp and armory, including location details, lot numbers, land names, claimants, and extents. The content focuses solely on land/property matters without any government personnel changes, structural reorganizations, or other administrative matters that would fall under other categories."
2104-15,2018-12-31,LAND,"This gazette content consists entirely of land acquisition notices under the Land Acquisition Act, specifically notices under Section 33 regarding compensation money for acquired lands. The content includes detailed land descriptions, plot numbers, locations, and extents, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2104-16,2018-12-31,LEGAL_REGULATORY,"This gazette content primarily involves the establishment of new regulations (Finance (Levy on Mobile Short Message Services) Regulations) under the Finance Act, No. 35 of 2018. It creates a legal framework for taxing mobile SMS advertisements, defines key terms, and specifies compliance requirements. While a minister is named, this is incidental to the main purpose of publishing regulatory/legal provisions, making it a Legal/Regulatory Gazette (Type 5) rather than a government personnel or hybrid classification."
