Document ID,Document Date,Gazette Type,Reasoning
2408-13,2024-10-31,LEGAL_REGULATORY,"This gazette contains an order issued under the Ceylon Petroleum Corporation Act, No. 28 of 1961, revising fuel prices. It constitutes a regulatory action where the Minister exercises statutory powers to modify pricing regulations. This falls under Legal/Regulatory Gazettes (Type 5) as it involves the implementation and modification of existing legislation through statutory instruments."
2408-12,2024-10-30,ORGANISATIONAL,"This gazette content announces a public consultation period for a local government (Haputale Pradeshiya Sabha) draft budget statement. It pertains to local administrative procedures for budget formulation, which is a public service matter but does not fit into the specific government personnel/structure categories (Types 1-3) or any of the specialized categories (Types 4-9). It is best classified as Miscellaneous for general local government administrative announcements."
2408-10,2024-10-29,LAND,"This gazette content primarily deals with land and property matters, specifically the declaration and registration of roads and lanes as property owned by the Kolonna Pradeshiya Sabha. It includes detailed schedules of road names, coordinates, lengths, and widths, and establishes legal ownership rights over these properties. The content focuses on land registration and property rights rather than government personnel, organizational structure, or other specialized categories."
2408-11,2024-10-29,LEGAL_REGULATORY,"This gazette content is a legal notification under the Fauna and Flora Protection Ordinance (Chapter 469) declaring parliamentary approval of ministerial orders related to national parks. It deals with regulatory matters and statutory instruments, fitting the Legal/Regulatory classification (Type 5) rather than government personnel/structure categories."
2408-01,2024-10-28,LEGAL_REGULATORY,"This gazette notification is issued under the Customs Ordinance (Chapter 235) and establishes new rates of exchange for customs duties and charges. It represents a regulatory framework for customs valuation and financial compliance, falling squarely under Legal/Regulatory matters (Type 5) as it involves statutory instruments and regulatory requirements for customs operations."
2408-02,2024-10-28,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination for specific land parcels, including details of ownership, property boundaries, encumbrances, and legal status of various land plots in the Walana area. The content falls under ""Land and property-related matters"" including land registrations, property ownership, and land titles as defined in Type 4 (Land Gazettes)."
2408-03,2024-10-28,LAND,"This gazette content exclusively deals with land title registration matters, specifically declarations of title determinations for specific land parcels under the Registration of Title Act. It contains detailed information about land parcels, their locations, ownership details, and property characteristics, which falls squarely within the Land Gazette classification (Type 4) for land and property-related matters."
2408-04,2024-10-28,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of land title determinations for specific parcels of land, including details about land ownership, parcel numbers, cadastral maps, land extents, and property rights. The content appears in ""PART III - LANDS"" of the gazette and focuses on land registration and title settlement, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2408-05,2024-10-28,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination by the Commissioner of Land Title Settlement regarding specific land parcels, including detailed schedules with parcel numbers, extents, owner names, identity card numbers, and title classifications. The content focuses on land ownership registration and title settlement, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2408-06,2024-10-28,LEGAL_REGULATORY,"This gazette content primarily involves the enactment of rules and the exercise of powers under the Census Ordinance (Chapter 143). It contains regulatory frameworks, legal powers vested in a minister, and detailed procedural rules for conducting a census, which falls under Legal/Regulatory matters (Type 5). While it mentions a named minister (Anura Kumara Dissanayake), the core content is about legal authority and regulatory procedures rather than government personnel changes or detailed portfolio responsibilities."
2408-08,2024-10-28,LAND,"This gazette content exclusively deals with land acquisition matters under the Land Acquisition Act. It contains detailed notices about specific land parcels being acquired, including compensation amounts, land descriptions, lot numbers, extents, and boundary information. The content focuses solely on land/property matters without any government personnel changes, structural changes, or other specialized categories."
2407-59,2024-10-27,LAND,"This gazette content deals exclusively with land title registration and determinations regarding specific land parcels under the Registration of Title Act. It contains detailed information about land ownership, parcel numbers, extents, and encumbrances for multiple properties in a specific geographic area, making it clearly a land-related matter that falls under Type 4 classification."
2407-60,2024-10-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains specific declarations about land parcels, including parcel numbers, cadastral map references, land extents, and ownership details for specific properties in designated locations. The content falls under ""Land registrations, property ownership, land titles"" as defined in Type 4 (Land Gazettes), with no government personnel or structural changes present."
2407-61,2024-10-27,LAND,"This gazette content deals exclusively with land title registration matters, specifically the declaration of determinations by the Commissioner of Title Settlement regarding ownership of multiple land parcels. The content includes detailed schedules of land parcels with their numbers, extents, ownership details (all owned by ""The State""), and nature of title. It falls under PART III - LANDS and is made under the Registration of Title Act, making it clearly a land-related gazette according to Type 4 criteria."
2407-62,2024-10-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination for specific land parcels (including parcel numbers, cadastral maps, locations, and ownership details) by the Commissioner General of Land Title Settlement. The content focuses on land ownership adjudication, title settlement, and property registration, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-63,2024-10-27,LAND,"This gazette content is exclusively about land title registration and property ownership matters. It contains a declaration by the Commissioner of Title Settlement determining ownership of multiple land parcels in Kurunegala District, with a detailed schedule listing specific plot numbers, owners, extents, and property characteristics. The content falls under ""Land registrations, property ownership, land titles"" as specified in Type 4 (Land Gazettes), and the document header explicitly states ""PART III - LANDS"" and ""Title Registration."""
2407-64,2024-10-27,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels (including parcel numbers, locations, and ownership details) by the Commissioner of Title Settlement. The content focuses on land ownership, title registration, and property rights, which falls squarely under the Land Gazettes category (Type 4) as it involves land registrations, property ownership determinations, and land title settlements."
2407-50,2024-10-26,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of land title determinations for specific parcels of land, including details of land owners, parcel numbers, extents, and encumbrances. The content appears in ""PART III - LANDS"" of the gazette and focuses on property ownership and land title settlements, which clearly falls under the Land Gazettes category (Type 4) for land and property-related matters."
2407-51,2024-10-26,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act, No. 21 of 1998. It contains declarations of determination by the Commissioner of Title Settlement regarding specific land parcels, including detailed information about parcel numbers, extents, owners' names and identities, and title classifications. The content appears in ""PART III - LANDS"" of the gazette and focuses entirely on land ownership and title settlement matters, fitting perfectly within the Land Gazettes category (Type 4) for land and property-related matters."
2407-52,2024-10-26,LAND,"This gazette content deals exclusively with land title registration and determinations under the Registration of Title Act. It contains detailed schedules of specific land parcels (with parcel numbers, extents, and ownership details) being registered to ""The State"" in various locations. The document is explicitly published in ""PART III - LANDS"" and focuses on land settlement matters, making it clearly a Land Gazette."
2407-53,2024-10-26,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels, including detailed information about land ownership, parcel numbers, extents, locations, and ownership details. The content is published in ""PART III - LANDS"" and focuses on land title settlement and registration, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-55,2024-10-26,LAND,"This gazette content exclusively deals with amendments to land title registrations under the Registration of Title Act, specifically addressing parcels of land in various locations. It contains detailed descriptions of land parcels, cadastral maps, and amendments to land title particulars, which falls squarely within the Land Gazette category (Type 4) for land and property-related matters."
2407-56,2024-10-26,LAND,"This gazette content deals exclusively with land title registration and determinations regarding specific parcels of land. It involves the declaration of title determinations by the Commissioner of Land Title Settlement under the Registration of Title Act, listing numerous land parcels with their ownership details, extents, and encumbrances. The content appears in ""PART III - LANDS"" of the gazette and focuses entirely on land property matters, making it a clear example of a Land Gazette (Type 4)."
2407-57,2024-10-26,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains multiple declarations of title determinations for specific land parcels, including detailed property descriptions, parcel numbers, cadastral map references, owner information, and land extent measurements. The content focuses entirely on land ownership registration and title settlement processes, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-58,2024-10-26,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act, including declarations of title determinations for specific land parcels, ownership details, and property particulars. It contains detailed schedules with land parcel numbers, owner information, extent of land, and title classifications, making it clearly a land-related matter that falls under Type 4 (Land Gazettes)."
2407-35,2024-10-25,LEGAL_REGULATORY,"This gazette content primarily involves the declaration of an infected area and the establishment of regulatory measures under the Animal Diseases Act, No. 59 of 1992. It constitutes a legal/regulatory instrument that prohibits specific activities and designates authorized officers, falling squarely within the definition of Legal/Regulatory Gazettes (Type 5) rather than government personnel/structure categories."
2407-36,2024-10-25,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains declarations of title determinations for specific land parcels, including detailed information about parcel numbers, extent, owners' names and addresses, title classifications, and encumbrances. The content is focused entirely on land ownership and property rights, falling squarely within the Land Gazette category (Type 4) which covers land registrations, property ownership, and land title matters."
2407-37,2024-10-25,LAND,"This gazette content exclusively deals with land title registration under the Registration of Title Act, specifically declaring the determination of title for a specific parcel of land (Parcel No. 40, Block 2) with detailed land particulars including location, extent, owner information, and encumbrances. It falls squarely within the Land Gazette category as it concerns property ownership and land title settlement matters."
2407-38,2024-10-25,LAND,"This gazette content deals specifically with land title registration matters for intestate properties, including detailed parcel information, cadastral references, and the process for claiming rights to land properties. It falls under the Land Gazette category as it primarily concerns land ownership, title registration, and property claims."
2407-39,2024-10-25,LAND,"This gazette content deals exclusively with land title registration matters for intestate properties, including specific parcel numbers, land extents, and cadastral details. It involves the legal process of claiming rights to land properties of deceased persons without wills, falling squarely under land and property-related matters as defined in Type 4 classification."
2407-40,2024-10-25,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains multiple declarations of title determinations for specific land parcels, including detailed information about land ownership, parcel numbers, extents, locations, and encumbrances. The content falls under ""Land registrations, property ownership, land titles"" as specified in the Land Gazettes (Type 4) category, with no government personnel or structural changes mentioned."
2407-41,2024-10-25,LEGAL_REGULATORY,"This gazette content involves the President exercising powers under the Public Security Ordinance to call out armed forces for maintaining public order. This constitutes a legal/regulatory action as it is based on statutory authority (Chapter 40), involves the implementation of existing legislation, and represents an official regulatory order affecting public security matters. While it mentions the President by name, it does not involve government personnel changes or portfolio assignments, but rather the execution of legal powers under existing legislation."
2407-42,2024-10-25,LAND,"This gazette content exclusively deals with land title registration under the Registration of Title Act. It contains a formal declaration by the Commissioner of Title Settlement regarding the determination of title to a specific parcel of land (No. 0198 of Block 02) with detailed land particulars including location, extent, owner information, and encumbrances. The content falls squarely within the Land Gazette category as it concerns land registration, title determination, and property ownership matters."
2407-43,2024-10-25,LAND,"This gazette content is exclusively about land title registration under the Registration of Title Act. It contains a declaration by the Commissioner of Title Settlement regarding the determination of title for a specific land parcel (No. 1:284 of Block 02) with detailed land particulars including location, extent, owner information, and title classification. The content falls squarely within the Land Gazette category as it deals with land registration, title determination, and property ownership matters."
2407-44,2024-10-25,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels, including details about parcel numbers, extents, ownership, and encumbrances. The content appears in ""PART III - LANDS"" of the gazette and focuses on land title settlements, property ownership determinations, and land registration processes, which clearly falls under the Land Gazettes category (Type 4)."
2407-45,2024-10-25,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels, including detailed information about parcel numbers, owners, addresses, identity numbers, extent of land, title classifications, and any encumbrances. The content is focused entirely on land ownership and property registration, falling squarely within the Land Gazette category (Type 4) which covers land registrations, property ownership, and land title matters."
2407-46,2024-10-25,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains a declaration by the Commissioner of Title Settlement determining ownership of multiple land parcels (with specific parcel numbers, block numbers, and cadastral map references) in a specific geographical location. The content focuses on land ownership, title registration, and property rights - all core elements of the Land Gazette classification. There are no government personnel changes, organizational restructuring, or other non-land-related administrative matters present."
2407-47,2024-10-25,LAND,"This gazette content deals with land and property matters, specifically addressing the transfer of rights/ownership of properties where the owners died without a will (intestate). It contains detailed land registration information including plot numbers, survey numbers, land extent, and other property identifiers. The content falls under land registrations and property ownership transfers, which aligns with the Land Gazette classification (Type 4)."
2407-48,2024-10-25,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of title determinations for specific land parcels (including parcel numbers, extents, owner details, and encumbrances) in the Village of Sandagiripura. The content focuses on property ownership and land title settlement, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-49,2024-10-25,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination regarding title to specific land parcels, including parcel numbers, locations, ownership details, and land characteristics. The content appears in ""PART III - LANDS"" of the gazette and focuses on land ownership adjudication and registration, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-22,2024-10-24,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains declarations of determination for specific land parcels, including detailed property descriptions, ownership details, parcel numbers, extents, and locations. The content focuses entirely on land registration and title settlement processes, which falls squarely under the Land Gazettes category (Type 4) as it involves land registrations, property ownership determinations, and land title matters."
2407-23,2024-10-24,LAND,"This gazette content exclusively deals with land title registration matters under the Registration of Title Act. It contains declarations of land title determinations for specific parcels of land, including details about land ownership, parcel numbers, extents, owner identities, and land classifications. The content appears in ""PART III - LANDS"" of the gazette and focuses entirely on land settlement and title registration processes, which falls squarely under the Land Gazettes category (Type 4)."
2407-24,2024-10-24,LAND,"This gazette content deals exclusively with land title registration matters under the Registration of Title Act. It contains declarations of determination regarding specific land parcels (including parcel numbers, locations, and ownership details) by the Commissioner General of Land Title Settlement. The content focuses on land ownership adjudication and title settlement, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-25,2024-10-24,LAND,"This gazette content exclusively deals with land title registration matters, specifically calling for claims to land parcels in various villages within Kurunegala District. It involves land ownership claims, cadastral maps, and the Registration of Title Act, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-26,2024-10-24,LEGAL_REGULATORY,"This gazette contains rules and regulations regarding Money Orders issued under the Post Office Ordinance, specifying validity periods, refund procedures, and exceptional circumstances for claims. It establishes legal and regulatory frameworks for financial transactions through postal services, falling clearly under Legal/Regulatory matters (Type 5) without involving government personnel changes, structural changes, or other specialized categories."
2407-27,2024-10-24,LAND,"This gazette content exclusively deals with land acquisition matters under the Land Acquisition Act, including detailed descriptions of specific land parcels to be acquired, their locations, claimants, and extents. It contains multiple notices about government land acquisitions for public purposes, which falls squarely under the Land Gazettes category (Type 4) as it primarily concerns land and property-related administrative matters."
2407-28,2024-10-24,LAND,"This gazette content exclusively deals with land title registrations and amendments under the Registration of Title Act. It contains multiple entries detailing specific modifications to land parcel records, including changes to land extents, rights of way, and encumbrances for various land parcels in different districts. The content is focused entirely on land and property matters, falling squarely within the Land Gazette classification (Type 4) as it involves land registrations, title amendments, and property record updates without any government personnel changes or structural administrative modifications."
2407-29,2024-10-24,LAND,"This gazette content exclusively deals with amendments to land title registrations under the Registration of Title Act. It contains multiple entries detailing specific corrections and modifications to land parcel numbers, extents, and encumbrances for various land parcels across different districts. The content is purely land and property-related, focusing on title registration amendments without any government personnel changes, organizational restructuring, or other non-land matters."
2407-30,2024-10-24,LAND,"This gazette content deals exclusively with land title amendments under the Registration of Title Act, specifically addressing the expungement of particulars for multiple parcels of land in various locations. It contains detailed land descriptions including parcel numbers, block numbers, cadastral maps, village names, Grama Niladhari divisions, and administrative divisions. The content falls squarely under land and property-related matters, making it a clear Land Gazette (Type 4) according to the classification criteria."
2407-31,2024-10-24,LAND,"This gazette content exclusively deals with land title registrations and amendments under the Registration of Title Act. It contains multiple entries detailing specific land parcel amendments, including changes to ownership records, property descriptions, and encumbrances. The content focuses entirely on land administration matters such as title corrections, ownership transfers, and property record updates, which falls squarely under the Land Gazettes category (Type 4). There is no government personnel, organizational structure, or other specialized administrative content present."
2407-32,2024-10-24,LAND,"This gazette content exclusively deals with land title claims and registration matters under the Registration of Title Act. It involves notices calling for claims to specific land parcels in multiple districts, including detailed descriptions of cadastral maps, land locations, and the process for determining land ownership. The content falls squarely within the Land Gazettes category as it primarily concerns land registration, title claims, and property ownership matters without any government personnel changes or structural administrative modifications."
2407-33,2024-10-24,LAND,"This gazette content deals exclusively with land title registration matters for intestate properties, including specific parcel numbers, land extents, and cadastral details. It involves calling for claims to property and the process of registering land titles under the Registration of Title Act, which falls squarely under the Land Gazettes category (Type 4) for land and property-related matters."
2407-34,2024-10-24,LAND,"This gazette content exclusively deals with land title registration under the Registration of Title Act, specifically declaring the determination of title for a specific parcel of land (Parcel No. 12:2) in Colombo District. It contains detailed land particulars including parcel number, extent, owner information, and title classification, which falls squarely under Land Gazettes (Type 4) for land and property-related matters."
2407-06,2024-10-23,PUBLIC_SERVICE,"This gazette notification announces a special allowance payable to workers in the cocoa, cardamom, and pepper growing and manufacturing trade, based on the Cost of Living Index Number. This falls under public sector administration of worker benefits and service conditions, specifically addressing wage adjustments, which is classified under Public Service Gazettes (Type 8)."
